"Time","estimated_follow_longi_velocity","follow_velocity_deviation_FL","follow_velocity_deviation_FR","follow_velocity_deviation_RL","follow_velocity_deviation_RR","follow_wheel_rot_rate_change_FL","follow_wheel_rot_rate_change_FR","follow_wheel_rot_rate_change_RL","follow_wheel_rot_rate_change_RR","follow_wheel_speed_CG_FL","follow_wheel_speed_CG_FR","follow_wheel_speed_CG_RL","follow_wheel_speed_CG_RR","groundtruth_follow_longi_velocity","is_follow_wheel_data_valid_FL","is_follow_wheel_data_valid_FR","is_follow_wheel_data_valid_RL","is_follow_wheel_data_valid_RR"
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
60,2.7777885,-2.691515097e-05,-2.691163635e-05,-0.0001048909184,-0.0001048903427,1.400997276e-06,1.204823691e-06,5.847489231e-07,4.043327966e-07,2.777777985,2.777777988,2.777700009,2.77770001,2.777776617,1,1,1,1
